,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,D01,V01,D02,V02,D03,V03,D04,V04,D05,V05,D06,V06,D07,V07,D08,V08,D09,V09,D10,V10,D11,V11,D12,V12,D13,V13,D14,V14,D15,V15,D16,V16,D17,V17,D18,V18,D19,V19,D20,V20,D21,V21,D22,V22,D23,V23,D24,V24,D25,V25,D26,V26,D27,V27,D28,V28,D29,V29,D30,V30,D31,V31,total
1637,28,79,57,10,28079057_10_47,2017,6,24.0,V,36.0,V,18.0,V,11.0,V,7.0,V,13.0,V,18.0,V,33.0,V,28.0,V,25.0,V,36.0,V,26.0,V,30.0,V,41.0,V,48.0,V,23.0,V,22.0,V,24.0,V,36.0,V,28.0,V,35.0,V,42.0,V,28.0,V,35.0,V,34.0,V,18.0,V,17.0,V,14.0,V,11.0,V,13.0,V,0.0,N,29.966666666666665
1638,28,79,57,10,28079057_10_47,2017,7,10.0,V,10.0,V,15.0,V,24.0,V,46.0,V,35.0,V,23.0,V,19.0,V,26.0,V,17.0,V,20.0,V,23.0,V,46.0,V,47.0,V,36.0,V,26.0,V,33.0,V,64.0,V,29.0,V,17.0,V,27.0,V,20.0,V,21.0,V,22.0,V,10.0,V,20.0,V,24.0,V,30.0,V,26.0,V,57.0,V,64.0,V,32.67741935483871
1639,28,79,57,10,28079057_10_47,2017,8,31.0,V,29.0,V,36.0,V,22.0,V,26.0,V,20.0,V,32.0,V,25.0,V,24.0,V,9.0,V,11.0,V,14.0,V,20.0,V,36.0,V,48.0,V,49.0,V,37.0,V,40.0,V,23.0,V,19.0,V,32.0,V,48.0,V,46.0,V,36.0,V,43.0,V,48.0,V,44.0,V,27.0,V,16.0,V,14.0,V,14.0,V,33.74193548387097
1640,28,79,57,10,28079057_10_47,2017,9,7.0,V,9.0,V,11.0,V,16.0,V,15.0,V,16.0,V,8.0,V,16.0,V,16.0,V,6.0,V,14.0,V,11.0,V,11.0,V,21.0,V,21.0,V,3.0,V,7.0,V,13.0,V,13.0,V,17.0,V,27.0,V,27.0,V,19.0,V,26.0,V,20.0,V,14.0,V,27.0,V,35.0,V,36.0,V,33.0,V,0.0,N,21.433333333333334
1641,28,79,57,10,28079057_10_47,2017,10,18.0,V,13.0,V,18.0,V,22.0,V,26.0,V,16.0,V,14.0,V,20.0,V,13.0,V,24.0,V,34.0,V,41.0,V,37.0,V,38.0,V,35.0,V,37.0,V,29.0,V,7.0,V,12.0,V,23.0,V,11.0,V,11.0,V,14.0,V,19.0,V,24.0,V,30.0,V,36.0,V,11.0,V,9.0,V,11.0,V,21.0,V,25.903225806451612
1642,28,79,57,10,28079057_10_47,2017,11,19.0,V,23.0,V,19.0,V,9.0,V,5.0,V,4.0,V,25.0,V,9.0,V,5.0,V,13.0,V,15.0,V,9.0,V,6.0,V,18.0,V,27.0,V,27.0,V,25.0,V,15.0,V,18.0,V,32.0,V,35.0,V,34.0,V,45.0,V,42.0,V,24.0,V,6.0,V,24.0,V,29.0,V,10.0,V,7.0,V,0.0,N,23.633333333333333
1643,28,79,57,10,28079057_10_47,2017,12,8.0,V,7.0,V,8.0,V,16.0,V,22.0,V,17.0,V,24.0,V,34.0,V,18.0,V,6.0,V,6.0,V,13.0,V,16.0,V,10.0,V,6.0,V,9.0,V,7.0,V,18.0,V,15.0,V,25.0,V,21.0,V,26.0,V,12.0,V,13.0,V,11.0,V,6.0,V,6.0,V,8.0,V,9.0,V,9.0,V,8.0,V,17.580645161290324
1776,28,79,60,10,28079060_10_47,2017,1,17.0,V,14.0,V,24.0,V,27.0,V,13.0,V,17.0,V,14.0,V,12.0,V,14.0,V,26.0,V,9.0,V,17.0,V,6.0,V,6.0,V,7.0,V,9.0,V,3.0,V,8.0,V,12.0,V,11.0,V,7.0,V,11.0,V,13.0,V,26.0,V,15.0,V,22.0,V,5.0,V,5.0,V,9.0,V,6.0,V,10.0,V,17.0
1777,28,79,60,10,28079060_10_47,2017,2,20.0,V,8.0,V,14.0,V,8.0,V,7.0,V,10.0,V,13.0,V,8.0,V,20.0,V,18.0,V,7.0,V,35.0,V,21.0,V,16.0,V,13.0,V,19.0,V,19.0,V,18.0,V,14.0,V,13.0,V,14.0,V,64.0,V,150.0,V,59.0,V,19.0,V,25.0,V,14.0,V,7.0,V,0.0,N,0.0,N,0.0,N,28.071428571428573
1778,28,79,60,10,28079060_10_47,2017,3,14.0,V,21.0,V,19.0,V,10.0,V,14.0,V,10.0,V,12.0,V,27.0,V,26.0,V,25.0,V,28.0,V,11.0,V,15.0,V,16.0,V,21.0,V,16.0,V,17.0,V,22.0,V,20.0,V,17.0,V,21.0,V,11.0,V,11.0,V,9.0,V,16.0,V,10.0,V,14.0,V,16.0,V,19.0,V,21.0,V,17.0,V,21.29032258064516
1779,28,79,60,10,28079060_10_47,2017,4,10.0,V,8.0,V,12.0,V,16.0,V,10.0,V,11.0,V,20.0,V,18.0,V,17.0,V,21.0,V,19.0,V,24.0,V,24.0,V,43.0,V,22.0,V,14.0,V,21.0,V,20.0,V,27.0,V,15.0,V,17.0,V,15.0,V,17.0,V,36.0,V,52.0,V,13.0,V,6.0,V,17.0,V,11.0,V,12.0,V,0.0,N,23.433333333333334
1780,28,79,60,10,28079060_10_47,2017,5,9.0,V,10.0,V,13.0,V,21.0,V,30.0,V,12.0,V,9.0,V,11.0,V,24.0,V,20.0,V,13.0,V,15.0,V,9.0,V,12.0,V,12.0,V,15.0,V,18.0,V,10.0,V,11.0,V,12.0,V,24.0,V,30.0,V,22.0,N,26.0,V,28.0,V,44.0,V,30.0,V,13.0,V,14.0,V,17.0,V,19.0,V,22.225806451612904
1781,28,79,60,10,28079060_10_47,2017,6,28.0,V,33.0,V,29.0,V,14.0,V,11.0,V,17.0,V,43.0,V,39.0,V,31.0,V,30.0,V,35.0,V,27.0,V,32.0,V,44.0,V,63.0,V,32.0,V,24.0,V,25.0,V,36.0,V,27.0,V,35.0,V,41.0,V,26.0,V,31.0,V,30.0,V,17.0,V,17.0,V,12.0,V,11.0,V,10.0,V,0.0,N,32.9
1782,28,79,60,10,28079060_10_47,2017,7,9.0,V,9.0,V,13.0,V,23.0,V,40.0,V,33.0,V,23.0,V,17.0,V,24.0,V,16.0,V,20.0,V,24.0,V,45.0,V,45.0,V,36.0,V,25.0,V,27.0,V,58.0,V,26.0,V,15.0,V,23.0,V,16.0,V,17.0,V,19.0,V,10.0,V,16.0,V,24.0,V,28.0,V,24.0,V,54.0,V,59.0,V,30.838709677419356
1783,28,79,60,10,28079060_10_47,2017,8,27.0,V,27.0,V,36.0,V,22.0,V,24.0,V,18.0,V,31.0,V,22.0,V,25.0,V,9.0,V,11.0,V,15.0,V,18.0,V,34.0,V,46.0,V,46.0,V,38.0,V,38.0,V,21.0,V,19.0,V,31.0,V,44.0,V,39.0,V,30.0,V,36.0,V,42.0,V,37.0,V,22.0,V,12.0,V,10.0,V,9.0,V,31.548387096774192
1784,28,79,60,10,28079060_10_47,2017,9,5.0,V,8.0,V,8.0,V,13.0,V,18.0,V,14.0,V,7.0,V,18.0,V,14.0,V,6.0,V,12.0,V,10.0,V,12.0,V,19.0,V,7.0,V,5.0,V,7.0,V,12.0,V,10.0,V,15.0,V,24.0,V,23.0,V,25.0,V,22.0,V,19.0,V,10.0,V,28.0,V,30.0,V,33.0,V,26.0,V,0.0,N,20.0
1785,28,79,60,10,28079060_10_47,2017,10,14.0,V,12.0,V,14.0,V,17.0,V,20.0,V,14.0,V,14.0,V,22.0,V,13.0,V,31.0,V,34.0,V,33.0,V,34.0,V,31.0,V,34.0,V,34.0,V,28.0,V,6.0,V,12.0,V,19.0,V,10.0,V,8.0,V,11.0,V,17.0,V,17.0,V,24.0,V,32.0,V,10.0,V,6.0,V,9.0,V,20.0,V,23.903225806451612
1786,28,79,60,10,28079060_10_47,2017,11,16.0,V,19.0,V,16.0,V,9.0,V,4.0,V,4.0,V,22.0,V,8.0,V,5.0,V,13.0,V,13.0,V,7.0,V,5.0,V,14.0,V,22.0,V,26.0,V,18.0,V,6.0,V,9.0,V,24.0,V,24.0,V,22.0,V,31.0,V,30.0,V,20.0,V,6.0,V,20.0,V,35.0,V,11.0,V,10.0,V,0.0,N,20.366666666666667
1787,28,79,60,10,28079060_10_47,2017,12,8.0,V,7.0,V,10.0,V,16.0,V,18.0,V,17.0,V,23.0,V,30.0,V,19.0,V,6.0,V,6.0,V,16.0,V,17.0,V,10.0,V,8.0,V,10.0,V,8.0,V,18.0,V,15.0,V,27.0,V,20.0,V,25.0,V,11.0,V,13.0,V,14.0,V,7.0,V,6.0,V,9.0,V,11.0,V,8.0,V,10.0,V,18.258064516129032
